fecha,anio_hecho,mes_num,nombre_municipio,estrato,sexo_victima,sexo_agresor,naturaleza,nat_viosex,rango_edad,casos,anio_mes
2013-06-11,2013,6,Abejorral,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2013-06
2015-07-10,2015,7,Abejorral,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2015-07
2016-07-14,2016,7,Abejorral,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2016-07
2013-12-14,2013,12,Abriaqui,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2013-12
2017-04-07,2017,4,Abriaqui,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2017-04
2017-05-08,2017,5,Abriaqui,Sin Dato,F,M,Violencia Física,No Aplica,12-18,1,2017-05
2017-09-07,2017,9,Alejandria,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2017-09
2014-01-18,2014,1,Amaga,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2014-01
2015-05-17,2015,5,Amaga,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2015-05
2016-08-14,2016,8,Amaga,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2016-08
2017-12-20,2017,12,Amaga,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2017-12
2016-06-27,2016,6,Amalfi,Sin Dato,F,M,Violencia Psicológica,No Aplica,2-7,1,2016-06
2017-05-18,2017,5,Amalfi,Sin Dato,M,M,Violencia Física,No Aplica,18-24,1,2017-05
2017-07-31,2017,7,Amalfi,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2017-07
2017-11-12,2017,11,Amalfi,Sin Dato,F,F,Violencia Física,No Aplica,25-34,1,2017-11
2017-05-15,2017,5,Andes,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2017-05
2017-11-10,2017,11,Angelopolis,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2017-11
2017-05-29,2017,5,Anori,Sin Dato,M,M,Violencia Física,No Aplica,18-24,2,2017-05
2017-05-29,2017,5,Anori,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2017-05
2013-10-07,2013,10,Apartado,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2013-10
2013-12-16,2013,12,Apartado,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2013-12
2015-09-02,2015,9,Apartado,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2015-09
2015-10-26,2015,10,Apartado,Sin Dato,F,M,Otro/Desconocido,No Aplica,45-54,1,2015-10
2017-01-20,2017,1,Apartado,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2017-01
2017-12-11,2017,12,Apartado,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2017-12
2015-02-05,2015,2,Barbosa,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2015-02
2015-03-01,2015,3,Barbosa,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2015-03
2016-09-24,2016,9,Barbosa,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2016-09
2016-11-13,2016,11,Barbosa,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2016-11
2017-03-15,2017,3,Barbosa,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,2-7,1,2017-03
2017-12-12,2017,12,Barbosa,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2017-12
2013-07-18,2013,7,Bello,Sin Dato,M,M,Violencia Física,No Aplica,18-24,1,2013-07
2013-11-19,2013,11,Bello,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2013-11
2013-12-15,2013,12,Bello,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,7-12,1,2013-12
2015-03-09,2015,3,Bello,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,45-54,1,2015-03
2015-05-04,2015,5,Bello,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2015-05
2015-06-22,2015,6,Bello,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,1,2015-06
2015-06-26,2015,6,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2015-06
2015-08-03,2015,8,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2015-08
2015-08-14,2015,8,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2015-08
2015-08-21,2015,8,Bello,Sin Dato,F,M,Violencia Psicológica,No Aplica,12-18,1,2015-08
2015-09-06,2015,9,Bello,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2015-09
2015-11-14,2015,11,Bello,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2015-11
2016-01-18,2016,1,Bello,Sin Dato,M,M,Otro/Desconocido,No Aplica,7-12,1,2016-01
2016-02-29,2016,2,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-02
2016-03-31,2016,3,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2016-03
2016-04-17,2016,4,Bello,Sin Dato,F,M,Violencia Física,No Aplica,12-18,1,2016-04
2016-05-16,2016,5,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-05
2016-06-08,2016,6,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2016-06
2016-07-07,2016,7,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2016-07
2016-07-15,2016,7,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2016-07
2016-08-19,2016,8,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,54-65,1,2016-08
2016-08-26,2016,8,Bello,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,18-24,1,2016-08
2016-09-02,2016,9,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2016-09
2016-09-11,2016,9,Bello,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2016-09
2016-09-16,2016,9,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-09
2016-09-26,2016,9,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2016-09
2016-10-02,2016,10,Bello,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,7-12,1,2016-10
2016-10-25,2016,10,Bello,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2016-10
2016-10-29,2016,10,Bello,Sin Dato,F,M,Violencia Psicológica,No Aplica,18-24,1,2016-10
2016-10-30,2016,10,Bello,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,35-44,1,2016-10
2016-11-28,2016,11,Bello,Sin Dato,M,M,Violencia Física,No Aplica,35-44,1,2016-11
2016-12-10,2016,12,Bello,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2016-12
2016-12-27,2016,12,Bello,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2016-12
2017-01-06,2017,1,Bello,Sin Dato,M,SD,Otro/Desconocido,Actos sexuales,2-7,1,2017-01
2017-02-16,2017,2,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2017-02
2017-03-04,2017,3,Bello,Sin Dato,M,M,Negligencia y Abandono,No Aplica,0-2,1,2017-03
2017-03-17,2017,3,Bello,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-03
2017-04-02,2017,4,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-04
2017-04-21,2017,4,Bello,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-04
2017-05-22,2017,5,Bello,Sin Dato,M,F,Negligencia y Abandono,No Aplica,0-2,1,2017-05
2017-05-23,2017,5,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2017-05
2017-06-01,2017,6,Bello,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2017-06
2017-06-02,2017,6,Bello,Sin Dato,F,F,Negligencia y Abandono,No Aplica,2-7,1,2017-06
2017-06-17,2017,6,Bello,Sin Dato,M,F,Negligencia y Abandono,No Aplica,2-7,1,2017-06
2017-06-22,2017,6,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2017-06
2017-07-08,2017,7,Bello,Sin Dato,M,F,Negligencia y Abandono,No Aplica,0-2,1,2017-07
2017-07-12,2017,7,Bello,Sin Dato,M,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-07
2017-08-05,2017,8,Bello,Sin Dato,F,F,Violencia Física,No Aplica,25-34,1,2017-08
2017-08-08,2017,8,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-08
2017-08-13,2017,8,Bello,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2017-08
2017-08-15,2017,8,Bello,Sin Dato,M,M,Otro/Desconocido,No Aplica,7-12,1,2017-08
2017-08-18,2017,8,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2017-08
2017-08-27,2017,8,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2017-08
2017-09-01,2017,9,Bello,Sin Dato,F,SD,Otro/Desconocido,No Aplica,2-7,1,2017-09
2017-10-04,2017,10,Bello,Sin Dato,M,M,Violencia Física,No Aplica,2-7,1,2017-10
2017-10-09,2017,10,Bello,Sin Dato,M,M,Otro/Desconocido,No Aplica,2-7,1,2017-10
2017-10-18,2017,10,Bello,Sin Dato,M,SD,Violencia Física,No Aplica,12-18,1,2017-10
2017-10-19,2017,10,Bello,Sin Dato,F,SD,Otro/Desconocido,No Aplica,12-18,1,2017-10
2017-11-07,2017,11,Bello,Sin Dato,F,F,Violencia Física,No Aplica,35-44,1,2017-11
2017-11-26,2017,11,Bello,Sin Dato,M,M,Negligencia y Abandono,No Aplica,0-2,1,2017-11
2017-11-30,2017,11,Bello,Sin Dato,F,F,Violencia Física,No Aplica,25-34,1,2017-11
2017-12-24,2017,12,Bello,Sin Dato,F,F,Violencia Física,No Aplica,35-44,1,2017-12
2017-12-27,2017,12,Bello,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-12
2018-01-06,2018,1,Bello,Sin Dato,F,M,Violencia Psicológica,No Aplica,25-34,1,2018-01
2018-02-28,2018,2,Bello,Sin Dato,F,SD,Otro/Desconocido,No Aplica,12-18,1,2018-02
2015-01-15,2015,1,Belmira,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2015-01
2013-01-03,2013,1,Betania,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2013-01
2016-11-03,2016,11,Betania,Sin Dato,M,M,Violencia Física,No Aplica,18-24,1,2016-11
2015-07-23,2015,7,Betulia,Sin Dato,M,F,Violencia Física,No Aplica,18-24,1,2015-07
2017-03-22,2017,3,Betulia,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2017-03
2017-12-29,2017,12,Betulia,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-12
2016-10-02,2016,10,Buritica,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2016-10
2017-10-14,2017,10,Buritica,Sin Dato,F,F,Violencia Física,No Aplica,12-18,1,2017-10
2016-01-28,2016,1,Caceres,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2016-01
2017-04-02,2017,4,Caicedo,Sin Dato,F,SD,Otro/Desconocido,Acceso carnal,18-24,1,2017-04
2015-06-20,2015,6,Caldas,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2015-06
2016-02-12,2016,2,Caldas,Sin Dato,M,M,Violencia Física,No Aplica,12-18,1,2016-02
2016-05-23,2016,5,Caldas,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,18-24,1,2016-05
2017-04-23,2017,4,Caldas,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2017-04
2017-08-20,2017,8,Caldas,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2017-08
2015-11-28,2015,11,Caramanta,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2015-11
2014-01-10,2014,1,Caucasia,Sin Dato,M,M,Otro/Desconocido,No Aplica,7-12,1,2014-01
2015-02-28,2015,2,Caucasia,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2015-02
2015-03-16,2015,3,Caucasia,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2015-03
2017-10-09,2017,10,Caucasia,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-10
2013-11-27,2013,11,Cañasgordas,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2013-11
2016-02-03,2016,2,Cañasgordas,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-02
2016-11-04,2016,11,Cañasgordas,Sin Dato,F,M,Otro/Desconocido,No Aplica,45-54,1,2016-11
2014-10-27,2014,10,Cisneros,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2014-10
2015-07-21,2015,7,Cisneros,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2015-07
2016-08-18,2016,8,Cisneros,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2016-08
2016-11-02,2016,11,Cisneros,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2016-11
2017-06-05,2017,6,Cisneros,Sin Dato,F,F,Negligencia y Abandono,No Aplica,2-7,1,2017-06
2017-07-27,2017,7,Cocorna,Sin Dato,F,M,Otro/Desconocido,Acoso sexual,7-12,1,2017-07
2017-08-16,2017,8,Cocorna,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2017-08
2013-04-29,2013,4,Concepcion,Sin Dato,M,M,Otro/Desconocido,No Aplica,7-12,1,2013-04
2016-03-27,2016,3,Concordia,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2016-03
2016-11-11,2016,11,Concordia,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-11
2015-06-18,2015,6,Copacabana,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2015-06
2015-12-13,2015,12,Copacabana,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2015-12
2015-12-15,2015,12,Copacabana,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2015-12
2016-01-20,2016,1,Copacabana,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2016-01
2016-03-31,2016,3,Copacabana,Sin Dato,F,F,Otro/Desconocido,No Aplica,12-18,1,2016-03
2016-07-28,2016,7,Copacabana,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2016-07
2016-10-01,2016,10,Copacabana,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-10
2016-11-30,2016,11,Copacabana,Sin Dato,M,F,Negligencia y Abandono,No Aplica,0-2,1,2016-11
2017-03-01,2017,3,Copacabana,Sin Dato,M,F,Negligencia y Abandono,No Aplica,0-2,1,2017-03
2017-04-14,2017,4,Copacabana,Sin Dato,F,F,Violencia Física,No Aplica,25-34,1,2017-04
2017-10-22,2017,10,Copacabana,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,45-54,1,2017-10
2017-12-22,2017,12,Copacabana,Sin Dato,F,M,Otro/Desconocido,Explotación sexual,12-18,1,2017-12
2017-12-26,2017,12,Copacabana,Sin Dato,F,M,Otro/Desconocido,Explotación sexual,12-18,4,2017-12
2017-06-29,2017,6,Dabeiba,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2017-06
2016-01-26,2016,1,Don Matias,Sin Dato,F,M,Violencia Física,No Aplica,12-18,1,2016-01
2017-12-29,2017,12,Don Matias,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2017-12
2015-10-01,2015,10,Ebejico,Sin Dato,M,F,Otro/Desconocido,No Aplica,18-24,1,2015-10
2015-04-22,2015,4,El Bagre,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2015-04
2017-06-12,2017,6,El Santuario,Sin Dato,F,M,Violencia Psicológica,No Aplica,54-65,1,2017-06
2015-06-22,2015,6,Entrerrios,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,12-18,1,2015-06
2016-03-20,2016,3,Entrerrios,Sin Dato,F,M,Violencia Psicológica,No Aplica,25-34,1,2016-03
2013-11-18,2013,11,Envigado,Sin Dato,M,M,Otro/Desconocido,No Aplica,25-34,1,2013-11
2015-06-11,2015,6,Envigado,Sin Dato,F,M,Otro/Desconocido,No Aplica,45-54,1,2015-06
2015-09-06,2015,9,Envigado,Sin Dato,F,F,Violencia Física,No Aplica,35-44,1,2015-09
2016-03-05,2016,3,Envigado,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2016-03
2016-06-29,2016,6,Envigado,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2016-06
2016-07-13,2016,7,Envigado,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2016-07
2016-09-28,2016,9,Envigado,Sin Dato,M,M,Violencia Física,No Aplica,25-34,1,2016-09
2016-10-02,2016,10,Envigado,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2016-10
2016-12-07,2016,12,Envigado,Sin Dato,M,M,Violencia Física,No Aplica,45-54,1,2016-12
2016-12-17,2016,12,Envigado,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2016-12
2017-03-24,2017,3,Envigado,Sin Dato,M,F,Violencia Psicológica,No Aplica,25-34,1,2017-03
2017-04-09,2017,4,Envigado,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,18-24,1,2017-04
2017-04-09,2017,4,Envigado,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,2,2017-04
2017-04-09,2017,4,Envigado,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-04
2017-04-22,2017,4,Envigado,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2017-04
2017-10-05,2017,10,Envigado,Sin Dato,M,M,Violencia Psicológica,No Aplica,45-54,1,2017-10
2015-05-02,2015,5,Girardota,Sin Dato,F,M,Otro/Desconocido,No Aplica,35-44,1,2015-05
2016-11-13,2016,11,Girardota,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-11
2017-02-17,2017,2,Girardota,Sin Dato,F,M,Violencia Psicológica,No Aplica,45-54,1,2017-02
2017-06-19,2017,6,Girardota,Sin Dato,F,F,Violencia Física,No Aplica,65+,1,2017-06
2017-06-23,2017,6,Girardota,Sin Dato,F,SD,Violencia Física,No Aplica,18-24,1,2017-06
2013-11-17,2013,11,Gomez Plata,Sin Dato,M,M,Violencia Física,No Aplica,12-18,1,2013-11
2017-07-08,2017,7,Gomez Plata,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2017-07
2015-07-06,2015,7,Guarne,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2015-07
2015-07-22,2015,7,Guarne,Sin Dato,F,M,Otro/Desconocido,Actos sexuales,25-34,1,2015-07
2015-07-27,2015,7,Guarne,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2015-07
2016-04-04,2016,4,Guarne,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2016-04
2016-09-19,2016,9,Guarne,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2016-09
2017-02-01,2017,2,Guarne,Sin Dato,F,SD,Otro/Desconocido,Acceso carnal,12-18,1,2017-02
2017-10-27,2017,10,Guarne,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2017-10
2016-11-05,2016,11,Guatape,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,45-54,1,2016-11
2015-03-09,2015,3,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2015-03
2015-07-13,2015,7,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2015-07
2015-07-15,2015,7,Itagui,Sin Dato,F,SD,Otro/Desconocido,No Aplica,35-44,1,2015-07
2015-08-06,2015,8,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2015-08
2015-11-08,2015,11,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2015-11
2015-11-29,2015,11,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2015-11
2015-12-22,2015,12,Itagui,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,35-44,1,2015-12
2016-02-02,2016,2,Itagui,Sin Dato,M,M,Violencia Psicológica,No Aplica,25-34,1,2016-02
2016-02-16,2016,2,Itagui,Sin Dato,M,F,Violencia Psicológica,No Aplica,45-54,1,2016-02
2016-02-26,2016,2,Itagui,Sin Dato,F,F,Violencia Psicológica,No Aplica,54-65,1,2016-02
2016-04-30,2016,4,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-04
2016-05-13,2016,5,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2016-05
2016-05-18,2016,5,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2016-05
2016-06-18,2016,6,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2016-06
2016-07-03,2016,7,Itagui,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2016-07
2016-09-02,2016,9,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2016-09
2016-10-18,2016,10,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2016-10
2016-11-04,2016,11,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2016-11
2016-11-25,2016,11,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2016-11
2016-12-17,2016,12,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2016-12
2016-12-19,2016,12,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2016-12
2016-12-26,2016,12,Itagui,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2016-12
2017-02-14,2017,2,Itagui,Sin Dato,M,F,Negligencia y Abandono,No Aplica,7-12,1,2017-02
2017-03-29,2017,3,Itagui,Sin Dato,F,M,Violencia Psicológica,No Aplica,35-44,1,2017-03
2017-05-10,2017,5,Itagui,Sin Dato,F,F,Negligencia y Abandono,No Aplica,2-7,1,2017-05
2017-05-20,2017,5,Itagui,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,35-44,1,2017-05
2017-05-24,2017,5,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-05
2017-06-26,2017,6,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,35-44,1,2017-06
2017-09-06,2017,9,Itagui,Sin Dato,F,F,Otro/Desconocido,No Aplica,2-7,1,2017-09
2017-11-09,2017,11,Itagui,Sin Dato,F,M,Otro/Desconocido,Actos sexuales,25-34,1,2017-11
2017-12-20,2017,12,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2017-12
2018-01-15,2018,1,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,0-2,1,2018-01
2018-01-20,2018,1,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-01
2018-02-10,2018,2,Itagui,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2018-02
2016-02-23,2016,2,Ituango,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-02
2016-07-05,2016,7,Ituango,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2016-07
2017-05-19,2017,5,Ituango,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2017-05
2016-12-05,2016,12,La Ceja,Sin Dato,F,SD,Otro/Desconocido,No Aplica,18-24,1,2016-12
2015-06-30,2015,6,La Estrella,Sin Dato,F,F,Violencia Física,No Aplica,18-24,1,2015-06
2016-03-17,2016,3,La Estrella,Sin Dato,M,SD,Otro/Desconocido,No Aplica,18-24,1,2016-03
2017-01-19,2017,1,La Estrella,Sin Dato,M,SD,Negligencia y Abandono,No Aplica,12-18,1,2017-01
2017-02-10,2017,2,La Estrella,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2017-02
2014-10-15,2014,10,La Pintada,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,1,2014-10
2014-10-31,2014,10,Marinilla,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,18-24,1,2014-10
2017-07-12,2017,7,Marinilla,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2017-07
2017-08-20,2017,8,Marinilla,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,18-24,1,2017-08
2013-01-01,2013,1,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,25-34,1,2013-01
2013-01-01,2013,1,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,54-65,1,2013-01
2013-01-01,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,3,2013-01
2013-01-02,2013,1,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,18-24,1,2013-01
2013-01-02,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2013-01
2013-01-02,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,2,2013-01
2013-01-02,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2013-01
2013-01-02,2013,1,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,25-34,1,2013-01
2013-01-02,2013,1,Medellin,Sin Dato,M,F,Violencia Física,No Aplica,35-44,1,2013-01
2013-01-02,2013,1,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,2-7,1,2013-01
2013-01-03,2013,1,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2013-01
2013-01-03,2013,1,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,35-44,1,2013-01
2013-01-03,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,18-24,1,2013-01
2013-01-03,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,5,2013-01
2013-01-03,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,45-54,1,2013-01
2013-01-04,2013,1,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2013-01
2013-01-04,2013,1,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,7-12,1,2013-01
2013-01-04,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,1,2013-01
2013-01-04,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,35-44,1,2013-01
2013-01-04,2013,1,Medellin,Sin Dato,M,M,Otro/Desconocido,No Aplica,12-18,2,2013-01
2013-01-05,2013,1,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,25-34,1,2013-01
2013-01-05,2013,1,Medellin,Sin Dato,F,M,Otro/Desconocido,Acceso carnal,25-34,1,2013-01
2013-01-05,2013,1,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,12-18,1,2013-01
2013-01-05,2013,1,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,18-24,2,2013-01
2013-01-05,2013,1,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,2-7,1,2013-01
2013-01-05,2013,1,Medellin,Sin Dato,F,M,Otro/Desconocido,No Aplica,25-34,1,2013-01
2013-01-05,2013,1,Medellin,Sin Dato,F,M,Violencia Física,No Aplica,25-34,2,2013-01
2013-01-05,2013,1,Medellin,Sin Dato,M,M,Violencia Física,No Aplica,45-54,1,2013-01
2013-01-07,2013,1,Medellin,Sin Dato,F,F,Violencia Física,No Aplica,18-24,1,2013-01
